index,geoid20,wt_avg_miles,access_to,aggregation
329,530330077003,0.1610415740219157,all_hct,poc
330,530330077004,0.08977936843796396,all_hct,poc
331,530330078001,0.6980199023262674,all_hct,poc
332,530330078002,0.6688535669369498,all_hct,poc
333,530330078003,0.6271971852819708,all_hct,poc
334,530330078004,0.4588056108797621,all_hct,poc
335,530330079011,0.10651508756047691,all_hct,poc
336,530330079012,0.18018014687136452,all_hct,poc
337,530330079021,0.10984781756826684,all_hct,poc
338,530330079022,0.06445270926061757,all_hct,poc
339,530330079023,0.1576445722820525,all_hct,poc
340,530330080021,0.09629960473087806,all_hct,poc
341,530330080022,0.21127667702982478,all_hct,poc
342,530330080023,0.10834534245343826,all_hct,poc
343,530330080031,0.09717432186532753,all_hct,poc
344,530330080032,0.18979732310625824,all_hct,poc
345,530330080033,0.3408838843711647,all_hct,poc
346,530330080041,0.3090521322973643,all_hct,poc
347,530330080042,0.3219643159582018,all_hct,poc
348,530330080043,0.3886143090553273,all_hct,poc
349,530330081011,0.13459392866050338,all_hct,poc
350,530330081012,0.05961725651473941,all_hct,poc
351,530330081013,0.14855459182373537,all_hct,poc
352,530330081021,0.05162561108556952,all_hct,poc
353,530330081022,0.05585727186234548,all_hct,poc
354,530330082001,0.13069806201392323,all_hct,poc
355,530330082002,0.05878311723308144,all_hct,poc
356,530330082003,0.19583252386783867,all_hct,poc
357,530330083001,0.12184501738167901,all_hct,poc
358,530330083002,0.26903750666218984,all_hct,poc
359,530330084011,0.0776447500318976,all_hct,poc
360,530330084012,0.14776294353495237,all_hct,poc
361,530330084013,0.058232634101797645,all_hct,poc
362,530330084021,0.17876377978771374,all_hct,poc
363,530330084022,0.20572446077893072,all_hct,poc
364,530330084023,0.16904097063002657,all_hct,poc
365,530330085001,0.16932817829022379,all_hct,poc
366,530330085002,0.07899002813217197,all_hct,poc
367,530330085003,0.20675879903351488,all_hct,poc
368,530330086001,0.10855456193291216,all_hct,poc
369,530330086002,0.07736706832752771,all_hct,poc
370,530330086003,0.06643293903841772,all_hct,poc
371,530330086004,0.09809192898750561,all_hct,poc
372,530330087001,0.18964555876380582,all_hct,poc
373,530330087002,0.13437953088593688,all_hct,poc
374,530330087003,0.2303823129885909,all_hct,poc
375,530330088001,0.26107256651124955,all_hct,poc
376,530330088002,0.27724856388345837,all_hct,poc
377,530330088003,0.2671684183572356,all_hct,poc
378,530330089001,0.663897332903286,all_hct,poc
379,530330089002,0.34539678084729347,all_hct,poc
380,530330089003,0.23471893818791958,all_hct,poc
381,530330089004,0.13223547677159436,all_hct,poc
382,530330090001,0.14042503170971993,all_hct,poc
383,530330090002,0.2085198419399074,all_hct,poc
384,530330090003,0.0785702068345658,all_hct,poc
385,530330091001,0.08337802436930276,all_hct,poc
386,530330091002,0.09620034243732609,all_hct,poc
387,530330092001,0.07666890518449383,all_hct,poc
388,530330092002,0.05217990217309117,all_hct,poc
389,530330093001,0.1571772156042373,all_hct,poc
390,530330093002,0.22902661426092322,all_hct,poc
391,530330093003,0.40477982064173873,all_hct,poc
392,530330094001,0.08247608553475184,all_hct,poc
393,530330094002,0.17203765278197058,all_hct,poc
394,530330094003,0.09813118691262498,all_hct,poc
395,530330094004,0.09630986888918822,all_hct,poc
396,530330094005,0.09569426117377178,all_hct,poc
397,530330095001,0.4807675280035477,all_hct,poc
398,530330095002,0.20412427245580503,all_hct,poc
399,530330095003,0.4060478618962613,all_hct,poc
400,530330095004,0.19431248238493165,all_hct,poc
401,530330096001,0.21306151827026673,all_hct,poc
402,530330096002,0.4374682122315891,all_hct,poc
403,530330096003,0.19148702231444698,all_hct,poc
404,530330096004,0.34395901258180595,all_hct,poc
405,530330097011,0.1596073695532715,all_hct,poc
406,530330097012,0.6039535917636671,all_hct,poc
407,530330097013,0.16725859509849866,all_hct,poc
408,530330097014,0.25278507382144616,all_hct,poc
409,530330097021,0.16848376926294764,all_hct,poc
410,530330097022,0.17457294246363522,all_hct,poc
411,530330097023,0.34741391216332485,all_hct,poc
412,530330097024,0.4619684120874825,all_hct,poc
413,530330098011,0.09824841061204126,all_hct,poc
414,530330098012,0.3537056278531247,all_hct,poc
415,530330098013,0.09870367368628279,all_hct,poc
416,530330098021,0.2596415676699393,all_hct,poc
417,530330098022,0.130002243579534,all_hct,poc
418,530330098023,0.07482530196818282,all_hct,poc
419,530330099001,0.3470603480803299,all_hct,poc
420,530330099002,0.11385026211071601,all_hct,poc
421,530330099003,0.15475274469316655,all_hct,poc
422,530330099004,0.30672592483302424,all_hct,poc
423,530330100011,0.2102209351914458,all_hct,poc
424,530330100012,0.3892015806764578,all_hct,poc
425,530330100013,0.27705856094361947,all_hct,poc
426,530330100021,0.13878153795708828,all_hct,poc
427,530330100022,0.1175622676852495,all_hct,poc
428,530330100023,0.13962826199230965,all_hct,poc
429,530330101011,0.15866805058912148,all_hct,poc
430,530330101012,0.22586216587074254,all_hct,poc
431,530330101013,0.14834029719765476,all_hct,poc
432,530330101021,0.6779065756570856,all_hct,poc
433,530330101022,0.29962987115644435,all_hct,poc
434,530330101023,0.1486015179456157,all_hct,poc
435,530330102001,0.6556953180175197,all_hct,poc
436,530330102002,0.5506025902857523,all_hct,poc
437,530330102003,0.2129256492822872,all_hct,poc
438,530330102004,0.3860740276816573,all_hct,poc
439,530330103011,0.236355011727474,all_hct,poc
440,530330103012,0.12126507501214531,all_hct,poc
441,530330103013,0.22995570055060788,all_hct,poc
442,530330103021,0.11302330862157345,all_hct,poc
443,530330103022,0.1783361966586642,all_hct,poc
444,530330103023,0.14159611321162252,all_hct,poc
445,530330104011,0.2471721370941845,all_hct,poc
446,530330104012,0.22719323750435855,all_hct,poc
447,530330104013,0.21797305229359318,all_hct,poc
448,530330104021,0.3663845529008861,all_hct,poc
449,530330104022,0.222825220261555,all_hct,poc
450,530330104023,0.11180886304972076,all_hct,poc
451,530330104024,0.5115378070351971,all_hct,poc
452,530330105011,0.1568181973786031,all_hct,poc
453,530330105012,0.34356312723101784,all_hct,poc
454,530330105013,0.17302889306469063,all_hct,poc
455,530330105021,0.1787312511019762,all_hct,poc
456,530330105022,0.2644499102460613,all_hct,poc
457,530330105023,0.12163623055474583,all_hct,poc
458,530330105024,0.07367665213783366,all_hct,poc
459,530330106011,0.24645455441396677,all_hct,poc
460,530330106012,0.11116765389991284,all_hct,poc
461,530330106013,0.17234983477647933,all_hct,poc
462,530330106021,0.26595487256970185,all_hct,poc
463,530330106022,0.5123461321141816,all_hct,poc
464,530330106023,0.1638096749563881,all_hct,poc
465,530330107011,0.21886727020996005,all_hct,poc
466,530330107012,0.11305375254376734,all_hct,poc
467,530330107013,0.3119430774123267,all_hct,poc
468,530330107021,0.38529122283788647,all_hct,poc
469,530330107022,0.16614118312298945,all_hct,poc
470,530330107023,0.0936159413698099,all_hct,poc
471,530330108001,0.24523339934457186,all_hct,poc
472,530330108002,0.1899349318370316,all_hct,poc
473,530330108003,0.22368608021561737,all_hct,poc
474,530330109001,0.9960289886872851,all_hct,poc
475,530330109002,0.970594060082641,all_hct,poc
476,530330110011,0.11918341869417846,all_hct,poc
477,530330110012,0.1825920554999373,all_hct,poc
478,530330110013,0.20883436562052962,all_hct,poc
479,530330110021,0.20129470461256982,all_hct,poc
480,530330110022,0.17516627511698515,all_hct,poc
481,530330110023,0.20293767640586297,all_hct,poc
482,530330111011,0.09223634226869148,all_hct,poc
483,530330111012,0.08058522324325532,all_hct,poc
